County/City,Ward,Pct,"Hillary R. Clinton","Donald J. Trump","Gary Johnson","Evan McMullin","Jill Stein","All Others","Total Votes Cast"
,,,Democratic,Republican,Libertarian,Independent,Green
"Newport News City",-,"211 - Palmer (CD 3)","1,135",707,93,33,22,10,"2,000"
"Newport News City",-,"212 - Riverside (CD 3)",421,589,57,27,8,14,"1,116"
"Newport News City",-,"213 - Sanford (CD 3)",289,472,29,25,5,3,823
"Newport News City",-,"215 - Warwick (CD 3)",531,401,35,23,12,6,"1,008"
"Newport News City",-,"216 - Yates (CD 3)",536,618,53,16,5,5,"1,233"
"Newport News City",-,"217 - Riverview (CD 3)",718,930,65,20,5,20,"1,758"
"Newport News City",-,"218 - Kiln Creek (CD 3)","1,578","1,176",107,50,12,22,"2,945"
"Newport News City",-,"219 - Deer Park (CD 3)","1,606",657,130,30,21,24,"2,468"
"Newport News City",-,"302 - Briarfield (CD 3)","1,137",279,25,15,9,7,"1,472"
"Newport News City",-,"303 - Carver (CD 3)",710,246,23,11,7,4,"1,001"
"Newport News City",-,"304 - Chestnut (CD 3)",651,13,7,2,4,7,684
"Newport News City",-,"305 - Downtown (CD 3)",384,85,12,6,5,3,495
"Newport News City",-,"306 - Dunbar (CD 3)",285,5,6,2,3,1,302
"Newport News City",-,"307 - Huntington (CD 3)",592,12,0,2,0,6,612
"Newport News City",-,"308 - Jefferson (CD 3)",571,11,5,3,5,4,599
"Newport News City",-,"309 - Magruder (CD 3)",654,10,6,5,7,4,686
"Newport News City",-,"310 - Marshall (CD 3)",887,20,6,7,5,7,932
"Newport News City",-,"311 - Newmarket (CD 3)","1,262",444,32,15,8,7,"1,768"
"Newport News City",-,"312 - Newsome Park (CD 3)",239,3,0,0,1,0,243
"Newport News City",-,"313 - Reed (CD 3)","1,270",29,7,3,4,6,"1,319"
"Newport News City",-,"314 - River (CD 3)",550,363,43,7,7,7,977
"Newport News City",-,"315 - Sedgefield (CD 3)",631,644,67,16,7,8,"1,373"
"Newport News City",-,"316 - South Morrison (CD 3)","1,058",553,62,21,24,27,"1,745"
"Newport News City",-,"317 - Washington (CD 3)",375,8,1,0,2,2,388
"Newport News City",-,"318 - Wilson (CD 3)",703,64,14,5,5,3,794
"Newport News City",-,"319 - Saunders (CD 3)","1,238",972,71,31,25,15,"2,352"
"Newport News City",-,"320 - Watkins (CD 3)","1,409","1,523",135,32,24,22,"3,145"
"Newport News City",-,"Ab - Central Absentee Precinct (CD 3)","3,774","1,799",154,65,42,56,"5,890"
"Newport News City",-,"Provisional (CD 3)",48,19,4,2,1,2,76
"Norfolk City",-,"101 - Granby (CD 2)",12,8,0,0,0,0,20
"Norfolk City",-,"101 - Granby (CD 3)","1,323",599,91,24,23,14,"2,074"
"Norfolk City",-,"102 - Ocean View School (CD 2)",535,448,64,8,10,7,"1,072"
"Norfolk City",-,"103 - Northside (CD 2)",662,673,66,24,12,6,"1,443"
"Norfolk City",-,"104 - Titustown (CD 2)",297,110,8,5,6,3,429
"Norfolk City",-,"104 - Titustown (CD 3)",410,15,11,7,8,4,455
"Norfolk City",-,"106 - Zion Grace (CD 2)","1,199",656,79,17,19,21,"1,991"
"Norfolk City",-,"201 - Old Dominion (CD 3)","2,008",861,138,43,35,19,"3,104"
"Norfolk City",-,"203 - Ghent Square (CD 3)",578,223,42,20,3,11,877
"Norfolk City",-,"207 - Lambert's Point (CD 3)","1,757",209,73,9,33,12,"2,093"
"Norfolk City",-,"208 - Larchmont Library (CD 3)",352,262,32,14,2,5,667
"Norfolk City",-,"210 - Maury (CD 3)","1,106",375,68,29,17,15,"1,610"
"Norfolk City",-,"211 - Chrysler Museum (CD 3)","1,356",593,104,23,32,20,"2,128"
"Norfolk City",-,"212 - Park Place (CD 3)","1,086",40,16,10,11,5,"1,168"
"Norfolk City",-,"213 - Taylor Elementary School (CD 3)","1,380",422,110,32,42,25,"2,011"
"Norfolk City",-,"214 - Stuart (CD 3)","1,342",383,79,17,23,6,"1,850"
"Norfolk City",-,"215 - Suburban Park (CD 2)",811,558,42,28,14,14,"1,467"
"Norfolk City",-,"217 - Wesley (CD 2)",862,424,48,7,19,8,"1,368"
"Norfolk City",-,"218 - Willard (CD 3)","1,222",926,114,30,15,22,"2,329"
"Norfolk City",-,"301 - Ballentine (CD 3)","1,264",198,26,4,21,7,"1,520"
"Norfolk City",-,"302 - Tanners Creek (CD 3)",762,158,29,10,10,4,973
"Norfolk City",-,"303 - Bowling Park (CD 3)","1,798",63,18,2,11,6,"1,898"
"Norfolk City",-,"304 - Coleman Place School (CD 3)",719,153,9,4,6,9,900
"Norfolk City",-,"305 - Lafayette-winona (CD 3)",977,203,26,8,14,6,"1,234"
"Norfolk City",-,"306 - Lindenwood (CD 3)",900,82,13,8,9,5,"1,017"
"Norfolk City",-,"309 - Norview (CD 3)","1,978",480,65,20,27,18,"2,588"
"Norfolk City",-,"310 - Rosemont (CD 3)","2,014",98,29,9,12,7,"2,169"
"Norfolk City",-,"311 - Sherwood (CD 3)","1,655",786,89,19,25,18,"2,592"
"Norfolk City",-,"313 - Union Chapel (CD 3)",770,13,4,5,6,1,799
"Norfolk City",-,"402 - Berkley (CD 3)","1,221",13,9,3,10,0,"1,256"
"Norfolk City",-,"403 - Brambleton (CD 3)",839,12,4,6,3,1,865
"Norfolk City",-,"404 - Campostella (CD 3)","1,207",50,9,5,6,3,"1,280"
"Norfolk City",-,"405 - Chesterfield (CD 3)","1,362",42,7,1,14,8,"1,434"
"Norfolk City",-,"406 - Barron Black (CD 2)",643,436,38,4,16,5,"1,142"
"Norfolk City",-,"408 - Easton (CD 3)",925,627,48,11,11,9,"1,631"
"Norfolk City",-,"409 - Fairlawn (CD 3)",710,472,53,15,11,5,"1,266"
"Norfolk City",-,"411 - Ruffner Academy (CD 3)",498,16,4,0,0,4,522
"Norfolk City",-,"412 - Ingleside (CD 3)","1,181",151,28,6,6,8,"1,380"
"Norfolk City",-,"413 - Poplar Halls (CD 3)","1,593",308,27,13,5,10,"1,956"
"Norfolk City",-,"414 - Young Park (CD 3)","1,519",26,12,8,11,5,"1,581"
"Norfolk City",-,"415 - Lake Taylor High School (CD 3)",903,450,39,14,9,22,"1,437"
"Norfolk City",-,"501 - Bayview (CD 2)",934,828,108,13,17,12,"1,912"
"Norfolk City",-,"503 - East Ocean View (CD 2)","1,040",810,72,20,23,20,"1,985"
"Norfolk City",-,"504 - Larrymore (CD 2)",858,561,49,15,20,6,"1,509"
"Norfolk City",-,"505 - Little Creek (CD 2)",538,579,51,5,7,5,"1,185"
"Norfolk City",-,"506 - Ocean View Center (CD 2)","1,262",647,79,23,26,13,"2,050"
"Norfolk City",-,"507 - Pretlow (CD 2)",907,673,77,24,31,12,"1,724"
"Norfolk City",-,"509 - Tarrallton (CD 2)",703,977,72,20,13,15,"1,800"
"Norfolk City",-,"510 - Third Presbyterian (CD 2)",790,998,106,23,17,15,"1,949"
"Norfolk City",-,"511 - Crossroads (CD 2)",851,788,77,25,25,8,"1,774"
"Norfolk City",-,"512 - Azalea Gardens (CD 2)",513,481,26,10,9,9,"1,048"
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 2)","1,167",565,93,23,13,7,"1,868"
"Norfolk City",-,"Ab - Central Absentee Precinct (CD 3)","3,627",997,133,38,27,35,"4,857"
"Norfolk City",-,"Provisional (CD 2)",17,15,0,0,0,0,32
"Norfolk City",-,"Provisional (CD 3)",80,11,3,0,2,3,99
"Northampton County",-,"101 - Precinct 1-1",584,623,29,11,11,7,"1,265"
"Northampton County",-,"201 - Precinct 2-1",713,316,20,5,8,3,"1,065"
"Northampton County",-,"301 - Precinct 3-1",640,287,13,2,2,8,952
"Northampton County",-,"401 - Precinct 4-1",457,540,17,2,7,5,"1,028"
"Northampton County",-,"501 - Precinct 5-1",476,545,25,10,6,8,"1,070"
"Northampton County",-,"Ab - Central Absentee Precinct",385,375,12,7,6,7,792
"Northampton County",-,Provisional,0,0,0,0,0,0,0
"Northumberland County",-,"101 - 1a",413,650,20,7,8,2,"1,100"
"Northumberland County",-,"201 - 2a",414,851,20,16,4,7,"1,312"
"Northumberland County",-,"301 - 3a",495,230,8,4,2,0,739
"Northumberland County",-,"302 - 3b",286,79,2,0,0,1,368
"Northumberland County",-,"401 - 4a",481,"1,021",49,13,1,10,"1,575"
"Northumberland County",-,"501 - 5a",438,999,25,7,4,9,"1,482"
"Northumberland County",-,"Ab - Central Absentee Precinct",325,472,12,4,2,7,822
"Northumberland County",-,Provisional,0,0,0,0,0,0,0
"Norton City",-,"1 - East Ward",383,"1,021",24,22,6,4,"1,460"
"Norton City",-,Provisional,0,0,0,0,0,0,0
"Nottoway County",-,"101 - Precinct 1-1",262,437,12,7,3,0,721
"Nottoway County",-,"102 - Precinct 1-2",180,348,5,2,2,2,539
"Nottoway County",-,"201 - Precinct 2-1",330,561,12,7,8,7,925
"Nottoway County",-,"202 - Precinct 2-2",86,302,10,3,0,4,405
"Nottoway County",-,"301 - Precinct 3-1",371,208,7,2,1,0,589
"Nottoway County",-,"302 - Precinct 3-2",158,233,5,3,1,0,400
"Nottoway County",-,"401 - Precinct 4-1",482,140,8,0,2,1,633
"Nottoway County",-,"402 - Precinct 4-2",197,401,12,2,4,1,617
"Nottoway County",-,"501 - Precinct 5-1",491,642,30,9,2,6,"1,180"
"Nottoway County",-,"Ab - Central Absentee Precinct",272,440,15,0,2,6,735
"Nottoway County",-,Provisional,0,0,0,0,0,0,0
"Orange County",-,"101 - One West",570,989,39,15,9,12,"1,634"
"Orange County",-,"102 - One East",604,814,46,19,20,8,"1,511"
"Orange County",-,"201 - Two West",458,"1,107",22,12,8,9,"1,616"
"Orange County",-,"202 - Two East",347,"1,028",28,5,9,5,"1,422"
"Orange County",-,"301 - Three West",855,"1,002",50,13,14,14,"1,948"
"Orange County",-,"302 - Three East",205,381,11,7,5,1,610
"Orange County",-,"401 - Four West",352,"1,197",28,16,4,7,"1,604"
"Orange County",-,"402 - Four East",569,888,60,17,17,8,"1,559"
"Orange County",-,"501 - Five South",662,"1,064",34,22,15,8,"1,805"
"Orange County",-,"502 - Five North",696,"1,270",38,26,8,11,"2,049"
"Orange County",-,"Ab - Central Absentee Precinct",637,771,42,26,6,16,"1,498"
"Orange County",-,Provisional,2,10,1,0,1,0,14
"Page County",-,"101 - West Luray",531,"1,287",47,26,5,13,"1,909"
"Page County",-,"201 - East Luray",544,"1,469",49,21,9,28,"2,120"
"Page County",-,"301 - Marksville",406,"1,670",33,14,10,11,"2,144"
"Page County",-,"401 - Newport",342,"1,296",30,9,2,4,"1,683"
"Page County",-,"501 - Shenandoah",328,"1,593",26,13,9,8,"1,977"
"Page County",-,"Ab - Central Absentee Precinct",363,513,13,6,3,6,904
"Page County",-,Provisional,0,3,0,0,0,0,3
"Patrick County",-,"101 - Ararat",113,375,10,3,2,1,504
"Patrick County",-,"102 - Claudville",72,381,7,2,1,0,463
"Patrick County",-,"103 - Willis Gap",90,385,5,3,1,0,484
"Patrick County",-,"201 - Dry Pond",44,244,8,0,1,1,298
"Patrick County",-,"202 - Patrick Springs",164,640,13,7,4,3,831
"Patrick County",-,"203 - Russell Creek",119,502,5,11,2,1,640
"Patrick County",-,"301 - Critz/stella",236,711,8,12,3,4,974
"Patrick County",-,"302 - Liberty",66,512,14,4,6,1,603
"Patrick County",-,"401 - Meadows Of Dan",166,431,17,5,3,2,624
"Patrick County",-,"402 - Stuart Administration",166,589,16,5,9,4,789
"Patrick County",-,"501 - Stuart Community",68,262,10,3,0,0,343
"Patrick County",-,"502 - Elamsville",109,425,9,4,6,13,566
"Patrick County",-,"503 - Woolwine",133,502,11,2,6,3,657
"Patrick County",-,"Ab - Central Absentee Precinct",222,495,14,10,5,3,749
"Patrick County",-,Provisional,0,0,0,0,0,0,0
"Petersburg City",-,"101 - First Ward First Precinct","1,210",125,7,8,5,4,"1,359"
"Petersburg City",-,"201 - Second Ward First Precinct","1,724",175,24,15,12,6,"1,956"
"Petersburg City",-,"301 - Third Ward First Precinct","1,615",400,40,11,14,11,"2,091"
"Petersburg City",-,"401 - Fourth Ward First Precinct","1,249",219,22,4,9,4,"1,507"
"Petersburg City",-,"501 - Fifth Ward First Precinct","1,361",99,14,5,10,10,"1,499"
"Petersburg City",-,"601 - Sixth Ward First Precinct","1,301",36,3,5,5,2,"1,352"
"Petersburg City",-,"701 - Seventh Ward First Precinct","1,513",146,11,7,6,7,"1,690"
"Petersburg City",-,"Ab - Central Absentee Precinct","2,032",248,18,3,6,6,"2,313"
"Petersburg City",-,Provisional,16,3,0,0,0,0,19
"Pittsylvania County",-,"103 - Twin Springs",351,"1,833",47,17,3,8,"2,259"
"Pittsylvania County",-,"105 - Chatham",189,561,21,8,8,5,792
"Pittsylvania County",-,"106 - Tunstall",181,765,12,7,4,4,973
"Pittsylvania County",-,"108 - West Blairs",151,401,9,4,2,0,567
"Pittsylvania County",-,"201 - Callands",181,640,6,6,0,2,835
"Pittsylvania County",-,"202- Bearskin",77,166,0,2,1,0,246
"Pittsylvania County",-,"204 - Sandy Level",123,417,12,6,2,3,563
"Pittsylvania County",-,"206 - Climax",118,488,6,3,4,2,621
"Pittsylvania County",-,"207 - Gretna",347,"1,167",19,5,4,3,"1,545"
"Pittsylvania County",-,"301 - Central",439,293,12,5,0,2,751
"Pittsylvania County",-,"305 - Riceville",378,291,6,3,2,2,682
"Pittsylvania County",-,"307 - East Blairs",696,233,7,2,6,0,944
"Pittsylvania County",-,"308 - Mt Airy",228,181,7,8,2,0,426
"Pittsylvania County",-,"309 - East Gretna",244,251,7,2,3,2,509
"Pittsylvania County",-,"402 - Keeling",152,721,11,5,2,1,892
"Pittsylvania County",-,"404 - Kentuck",370,"1,266",28,9,8,3,"1,684"
"Pittsylvania County",-,"405 - Ringgold",487,"1,259",19,7,5,3,"1,780"
"Pittsylvania County",-,"501 - Hurt",390,982,17,13,7,4,"1,413"
"Pittsylvania County",-,"502 - Motley Sycamore",433,"1,038",23,14,6,9,"1,523"
"Pittsylvania County",-,"503 - Renan",221,573,14,6,3,5,822
"Pittsylvania County",-,"603 - Stony Mill",263,863,13,3,3,4,"1,149"
"Pittsylvania County",-,"604 - Swansonville",302,599,10,7,3,2,923
"Pittsylvania County",-,"605 - Whitmell",230,631,12,2,2,2,879
"Pittsylvania County",-,"606 - Brosville",425,458,10,5,1,4,903
"Pittsylvania County",-,"607 - Dry Fork",82,325,5,1,1,0,414
"Pittsylvania County",-,"702 - Bachelors Hall",180,"1,075",20,4,5,3,"1,287"
"Pittsylvania County",-,"703 - Ferry Road",92,191,1,3,1,2,290
"Pittsylvania County",-,"704 - Mt Hermon",494,"1,491",27,22,5,7,"2,046"
"Pittsylvania County",-,"705 - Mt Cross",154,720,15,4,4,2,899
"Pittsylvania County",-,"Ab - Central Absentee Precinct","1,217","1,663",46,19,9,11,"2,965"
"Pittsylvania County",-,Provisional,4,12,0,0,0,0,16
"Poquoson City",-,"1 - Central",424,"1,432",82,24,9,18,"1,989"
"Poquoson City",-,"2 - Eastern",451,"1,630",90,22,13,10,"2,216"
"Poquoson City",-,"3 - Western",470,"1,485",89,18,16,20,"2,098"
"Poquoson City",-,"Ab - Central Absentee Precinct",254,541,46,12,5,10,868
"Poquoson City",-,Provisional,2,4,0,0,0,0,6
"Portsmouth City",-,"1 - Emanuel A. M. E. Church",804,386,67,9,16,6,"1,288"
"Portsmouth City",-,"5 - Hampton Roads Community Health Center",866,15,5,3,2,0,891
"Portsmouth City",-,"7- Park View Elementary School",627,191,31,11,4,7,871
"Portsmouth City",-,"9 - Third Baptist Church","1,032",189,26,6,12,4,"1,269"
"Portsmouth City",-,"10 - Port Norfolk Recreation Center",421,265,43,8,4,1,742
"Portsmouth City",-,"11 - Mt. Hermon Village",960,19,6,4,5,6,"1,000"
"Portsmouth City",-,"13 - St. Mark Missionary Baptist Church",762,14,3,1,4,5,789
"Portsmouth City",-,"14 - Emily N. Spong Preschool","1,011",30,10,7,7,5,"1,070"
"Portsmouth City",-,"16 - Cradock Middle School",814,322,35,10,16,10,"1,207"
"Portsmouth City",-,"17 - Victory Life Fellowship",902,428,31,6,18,7,"1,392"
"Portsmouth City",-,"19 - Fairview Heights Baptist Church",360,348,18,8,8,3,745
"Portsmouth City",-,"20 - Noble Street Baptist Church",660,251,28,6,11,4,960
"Portsmouth City",-,"21 - John F. Kennedy Community Center",729,19,2,1,7,2,760
"Portsmouth City",-,"22 - Forward Church",626,498,38,16,11,6,"1,195"
"Portsmouth City",-,"23 - Westhaven Baptist Church",411,691,55,14,14,6,"1,191"
"Portsmouth City",-,"24 - Willett Hall",603,318,33,8,7,1,970
"Portsmouth City",-,"25 - John Tyler Elementary School",625,516,47,15,9,6,"1,218"
"Portsmouth City",-,"26 - William E. Waters Middle School","1,165",28,9,6,6,1,"1,215"
"Portsmouth City",-,"27 - Cavalier Manor Recreation Center","1,155",32,14,5,7,3,"1,216"
"Portsmouth City",-,"28 - Lakeview Elementary School","1,452",40,7,10,10,8,"1,527"
"Portsmouth City",-,"29 - Saint Andrew's United Methodist Church",247,584,37,6,10,3,887
"Portsmouth City",-,"30 - The Rescue Church",305,756,35,13,10,6,"1,125"
"Portsmouth City",-,"31 - West Park Church Of Christ","1,061",663,41,17,13,9,"1,804"
"Portsmouth City",-,"32 - Hodges Manor Elementary School",355,587,25,6,3,11,987
"Portsmouth City",-,"33- Pinecrest Baptist Church",214,627,42,6,5,4,898
"Portsmouth City",-,"34- Churchland Branch Library",467,665,62,9,12,7,"1,222"
"Portsmouth City",-,"35 - Churchland Elementary School",567,819,61,21,8,11,"1,487"
"Portsmouth City",-,"36 - Scottish Rite Temple","1,304","1,177",80,28,24,19,"2,632"
"Portsmouth City",-,"37 - Churchland Middle School","1,302",618,57,21,15,9,"2,022"
"Portsmouth City",-,"38 - Grove Baptist Church","1,926",237,33,17,15,16,"2,244"
"Portsmouth City",-,"39 - River Shore Baptist Church","1,529",580,41,15,12,10,"2,187"
"Portsmouth City",-,"Ab - Central Absentee Precinct","3,200",860,72,18,17,27,"4,194"
"Portsmouth City",-,Provisional,35,22,2,0,1,0,60
"Powhatan County",-,"101 - Subletts",381,"1,269",71,17,9,13,"1,760"
"Powhatan County",-,"102 - Manakin",295,811,43,6,1,5,"1,161"
"Powhatan County",-,"103 - Flat Rock",198,747,29,14,9,5,"1,002"
"Powhatan County",-,"201 - Powhatan Station",225,"1,067",53,10,9,14,"1,378"
"Powhatan County",-,"202 - Graceland",378,"1,298",63,14,10,5,"1,768"
"Powhatan County",-,"301 - Bethesda",338,"1,048",56,8,4,5,"1,459"
"Powhatan County",-,"302 - Lee's Landing",259,795,49,4,5,1,"1,113"
"Powhatan County",-,"401 - Powhatan Courthouse",439,"1,675",105,20,6,7,"2,252"
"Powhatan County",-,"402 - Mt Zion",192,613,28,12,5,7,857
"Powhatan County",-,"501 - Smith Cross Roads",486,744,36,13,5,4,"1,288"
"Powhatan County",-,"502 - Pineville",255,395,25,12,1,4,692
"Powhatan County",-,"503 - Tobaccoville",118,491,17,1,0,3,630
"Powhatan County",-,"Ab - Central Absentee Precinct",493,922,64,19,9,19,"1,526"
"Powhatan County",-,Provisional,3,10,0,1,0,0,14
"Prince Edward County",-,"101 - Farmville",540,465,45,13,10,2,"1,075"
"Prince Edward County",-,"201 - Lockett",576,679,22,22,6,2,"1,307"
"Prince Edward County",-,"301 - Leigh",395,355,24,3,4,2,783
"Prince Edward County",-,"302 - Mt Pleasant",237,172,5,4,1,1,420
"Prince Edward County",-,"401 - Hampden",426,422,22,6,1,5,882
"Prince Edward County",-,"501 - Darlington Hts",228,365,14,2,2,2,613
"Prince Edward County",-,"502 - Buffalo Hts",154,215,12,7,2,0,390
"Prince Edward County",-,"601 - Prospect",697,478,26,6,9,2,"1,218"
"Prince Edward County",-,"701 - West End",503,439,59,9,8,3,"1,021"
"Prince Edward County",-,"801 - Center",487,151,36,5,7,2,688
"Prince Edward County",-,"Ab - Central Absentee Precinct",347,358,21,8,3,6,743
"Prince Edward County",-,Provisional,1,2,0,0,0,0,3
"Prince George County",-,"101 - Richard Bland (CD 4)",274,548,29,9,3,4,867
"Prince George County",-,"102 - Templeton (CD 4)",578,"1,771",57,19,3,5,"2,433"
"Prince George County",-,"103 - Union Branch (CD 4)",621,861,30,13,6,5,"1,536"
"Prince George County",-,"104 - Rives (CD 4)",581,459,31,2,6,0,"1,079"
"Prince George County",-,"105 - Harrison (CD 4)",135,420,8,3,3,2,571
"Prince George County",-,"201 - Bland (CD 4)",733,"1,347",55,8,4,1,"2,148"
"Prince George County",-,"202 - Black Water (CD 4)",445,"1,017",32,14,8,4,"1,520"
"Prince George County",-,"203 - Brandon (CD 4)",183,414,10,3,1,0,611
"Prince George County",-,"204 - Courts Bldg (CD 4)",941,857,40,24,16,8,"1,886"
"Prince George County",-,"205 - Jefferson Park (CD 4)",938,468,29,9,11,7,"1,462"
"Prince George County",-,"Ab - Central Absentee Precinct (CD 4)",990,995,53,16,9,8,"2,071"
"Prince George County",-,"Provisional (CD 4)",0,0,0,0,0,0,0
"Prince William County",-,"101 - Brentsville (CD 1)",392,"1,119",54,28,9,14,"1,616"
"Prince William County",-,"102 - Cedar Point (CD 1)","1,166","1,223",97,46,25,30,"2,587"
"Prince William County",-,"103 - Glenkirk (CD 1)",796,873,39,40,13,12,"1,773"
"Prince William County",-,"104 - Nokesville (CD 1)",632,"1,083",55,20,13,24,"1,827"
"Prince William County",-,"105 - Limestone (CD 1)","1,117","1,077",74,45,16,20,"2,349"
"Prince William County",-,"106 - Westgate (CD 1)","1,002",324,39,19,22,10,"1,416"
"Prince William County",-,"107 - Marsteller (CD 1)","1,297","1,154",71,28,14,31,"2,595"
"Prince William County",-,"108 - Victory (CD 1)","1,273","1,013",72,54,11,38,"2,461"
"Prince William County",-,"109 - Piney Branch (CD 1)","1,061",775,66,32,17,12,"1,963"
"Prince William County",-,"110 - Buckland Mills (CD 1)",182,207,9,9,0,2,409
"Prince William County",-,"110 - Buckland Mills (CD 10)",558,403,19,17,6,5,"1,008"
"Prince William County",-,"111 - Bristow Run (CD 1)","1,306","1,298",97,59,21,25,"2,806"
"Prince William County",-,"112 - Burke-nickens (CD 1)",21,35,0,0,1,0,57
"Prince William County",-,"112 - Burke-nickens (CD 10)",812,784,50,17,20,12,"1,695"
"Prince William County",-,"201 - Saunders (CD 11)",968,407,43,21,12,9,"1,460"
"Prince William County",-,"202 - Marshall (CD 1)",781,"1,059",72,28,15,17,"1,972"
"Prince William County",-,"203 - Bennett (CD 1)",926,955,71,35,15,22,"2,024"
"Prince William County",-,"204 - Ellis (CD 1)",884,660,50,21,20,23,"1,658"
"Prince William County",-,"205 - Buckhall (CD 10)",751,793,62,32,8,11,"1,657"
"Prince William County",-,"206 - Coles (CD 1)",548,791,45,21,18,9,"1,432"
"Prince William County",-,"207 - Spriggs (CD 1)","1,329",857,63,33,19,24,"2,325"
"Prince William County",-,"208 - Hylton (CD 1)",489,801,36,18,10,6,"1,360"
"Prince William County",-,"209 - Independent Hill (CD 1)",399,864,33,18,11,16,"1,341"
"Prince William County",-,"210 - Penn (CD 1)",593,815,50,25,8,13,"1,504"
"Prince William County",-,"210 - Penn (CD 11)",74,45,5,1,0,0,125
"Prince William County",-,"211 - Signal Hill (CD 10)",610,675,39,25,7,10,"1,366"
"Prince William County",-,"212 - Yorkshire (CD 10)","1,486",836,80,35,17,20,"2,474"
"Prince William County",-,"213 - Saratoga (CD 1)",717,323,25,10,9,7,"1,091"
"Prince William County",-,"214 - Lucasville (CD 1)",373,704,54,13,13,8,"1,165"
"Prince William County",-,"215 - Rosa Parks (CD 11)",861,443,33,21,9,8,"1,375"
"Prince William County",-,"301 - Dumfries (CD 11)","1,032",320,41,14,19,19,"1,445"
